OBJECTID,Neighborhood Name,Total Population All,Hispanic or Latino,White,Black,Native American,Asian,Hawaiian/Pacific Islander,Other Race,Two or More,Percent Hispanic,Percent White,Percent Black,Percent Native American,Percent Asian,Percent Hawaiian/Pacific Islander,Percent Other Race,Percent Two or More Races,MALE,FEMALE,Age Less Than 5,Age 5 to 9,Age 10 to 14,Age 15 to 17,Age 0 to 9,Age 10 to 19,Age 20 to 29,Age 30 to 39,Age 40 to 49,Age 50 to 59,Age 60 to 69,Age 70 to 79,Age Over 80,Age Less than 18,Age Over 65,Percent Age Less Than 18,Percent Age Over 65,Median Age All,Median Age Male,Median Age Female,Total Population 3 or Higher,Enrolled in School,Nursery or Preschool,KINDERGARTEN,Grades 1 to 4,Grades 5 to 8,Grades 9 to 12,College Undergraduate,Graduate School,Not Enrolled,Total Commuters,Commute Less than 15 Minutes,Commute 15 to 30 Minutes,Commute 30 to 45 Minutes,Commute 45 to 60 Minutes,Commute Over 60 Minutes,Total Population Over 25,Less Than HS Diploma,HS Graduate or Equivalent,Some College or AA,Bachelors or Higher,Total Population 5 and Over,Only English,Spanish,Total Housing Units,Occupied Housing Units,Vacant Housing Units,Owner Occupied Housing Units,Renter Occupied Housing Units,Total Households,Family Households,Married Couple Family,Other Family,Male Householder No Wife Present,Female Householder No Husband Present,Non Family Household,Householder Alone,Householder Not Alone,Household Income Less 10000,Household Income 10000 to 14999,Household Income 15000 to 19999,Household Income 20000 to 24999,Household Income 25000 to 29999,Household Income 30000 to 34999,Household Income 35000 to 39999,Household Income 40000 to 44999,Household Income 45000 to 49999,Household Income 50000 to 59999,Household Income 60000 to 74999,Household Income 75000 to 99999,Household Income 100000 to 124999,Household Income 125000 to 149999,Household Income 150000 to 199999,Household Income Over 200000,Median Household Income,Median Family Income,Per Capita Income,Average Household Income,Average Family Income,Median Earnings,Median Earnings Male,Median Earnings Female,Median Earnings Less HS,Median Earnings HS,Median Earnings Some College,Median Earnings Bachelor,Median Earnings Graduate,Median Year Built,Built 2014 or Later,Built 2010 to 2013,Built 2000 to 2009,Built 1990 to 1999,Built 1980 to 1989,Built 1970 to 1979,Built 1960 to 1969,Built 1950 to 1959,Built 1940 to 1949,Built 1939 or Earlier,Median Contract Rent,Median Gross Rent,Median Home Value,Native Born,Foreign Born FB,Europe FB,Northern Europe FB,Western Europe FB,Southern Europe FB,Eastern Europe FB,Asia FB,Eastern Asia FB,South Central Asia FB,South Eastern Asia FB,Western Asia FB,Africa FB,Eastern Africa FB,Middle Africa FB,Southern Africa FB,Western Africa FB,Oceania FB,Americas FB,Latin America FB,Carribean FB,Central America FB,South America FB,North America FB,Percent Living in Poverty,Percent Families in Poverty,GlobalID,Shape__Area,Shape__Length
195,West Colfax,10386,3720,5754,569,23,104,0,5,211,35.81744656,55.40150202,5.47852879,0.22145195,1.00134797,0,0.04814173,2.03158097,5372,5014,409,516,451,302,925,906,1971,2720,1318,855,1015,439,237,1678,1288,16.15636434,12.40130946,34.60257353,35.4479844,33.50253807,10131,1942,75,138,387,297,437,277,331,8189,4935,1143,2372,865,382,173,8290,597,1459,1738,4496,9977,7981,1738,5764,5107,657,2055,3052,5107,1981,1437,544,126,418,3126,2197,929,385,137,152,195,193,69,144,138,202,299,487,585,443,304,637,737,81517,89003,60322,125841,154452,51878,58668,48906,10509,34956,28378,49735,99086,1970.26027397,266,1494,264,61,159,657,787,633,408,1035,969,981,594483,9346,1040,63,49,0,0,14,180,73,0,38,69,46,22,0,0,24,11,740,698,0,490,208,42,9.625,6.82634305,1d819a1c-fa85-426b-a6ce-4d78cff7d4c1,28092325.4951172,25304.0551256368
196,Goldsmith,5921,617,4290,565,35,123,0,6,285,10.42053707,72.45397737,9.54230704,0.59111637,2.0773518,0,0.10133423,4.81337612,2663,3258,696,292,270,30,988,369,1039,1150,565,409,806,221,374,1288,1040,21.75308225,17.56460057,34.41782609,33.81055901,34.85757121,5554,1176,159,34,245,271,59,328,80,4378,2588,407,1187,645,243,106,4129,208,746,1578,1597,5225,4329,399,2850,2629,221,800,1829,2629,1332,855,477,90,387,1297,1059,238,224,57,60,119,114,93,234,203,25,222,261,253,289,79,340,56,58355,80888,34910,79114,91466,36260,45682,31440,0,29906,29044,52866,72876,1971.48254252,0,0,66,176,250,1117,807,176,196,62,936,943,482177,5397,524,87,21,0,12,54,144,13,72,20,39,70,70,0,0,0,0,223,182,0,157,25,41,16.3,16.35120375,05cd68f7-0472-47cb-8125-4627dbd66fc6,21534175.0859375,32845.9395740593
197,Elyria Swansea,6712,5623,764,202,40,0,0,9,74,83.77532777,11.38259833,3.00953516,0.59594756,0,0,0.1340882,1.10250298,3548,3164,441,576,673,437,1017,1292,989,1105,938,736,404,179,52,2127,477,31.68951132,7.10667461,30.47239819,31.85472973,28.01538462,6491,1959,65,148,579,433,518,188,28,4532,3029,757,1275,610,253,134,3923,1752,1085,626,460,6271,1810,4454,2030,1871,159,820,1051,1871,1450,793,657,235,422,421,302,119,89,118,81,127,91,63,79,84,223,70,224,194,148,121,60,99,49562,49049,20563,68866,71077,33523,39896,26210,37028,35012,38353,20142,18014,1951.30993151,0,25,44,173,126,39,109,584,394,536,931,943,305645,4553,2159,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2154,2154,21,2120,13,0,18.35,19.16997407,e4c965f6-ba3f-4b49-929f-f9617995a801,72613336.8549805,35137.5666234692
198,Fort Logan,8907,1857,5877,226,7,350,12,5,573,20.84877063,65.98181206,2.53733019,0.07858987,3.92949366,0.1347255,0.05613562,6.43314247,4100,4807,598,606,513,247,1204,917,786,1251,963,1410,1132,663,581,1964,2254,22.05007298,25.30593915,42.76168224,44.19762846,41.17177243,8649,2209,149,247,497,390,354,390,182,6440,3327,640,1324,925,278,160,6540,623,1579,1933,2405,8309,7369,569,3463,3279,184,2586,693,3279,2230,1621,609,227,382,1049,818,231,173,60,119,88,95,71,90,86,134,192,252,516,442,334,295,332,88541,87512,43986,107669,115693,48793,53854,44190,16607,27437,47828,64108,70000,1973.7607604,86,33,152,356,293,1394,742,366,8,33,974,1019,447906,8447,460,96,18,19,0,59,193,59,51,83,0,17,0,0,0,16,17,137,106,0,85,21,31,12.36666667,7.0212086,4dff9747-5a42-4029-ab64-c56fe89838f2,74310386.6333008,52786.1195977535
199,Harvey Park,12548,6713,4988,226,22,487,0,0,112,53.49856551,39.7513548,1.80108384,0.17532675,3.88109659,0,0,0.89257252,6229,6319,1117,703,815,508,1820,1590,1661,2444,1494,1544,1084,421,490,3143,1743,25.04781639,13.89065987,34.43003273,34.5575188,34.27782765,11850,2929,314,100,650,613,704,499,49,8921,5736,926,2177,1884,499,250,8235,1332,2588,1941,2374,11431,7851,3050,4410,4324,86,3010,1314,4324,2640,1871,769,256,513,1684,1140,544,137,50,94,181,157,211,287,276,73,396,434,659,402,298,436,233,70368,78496,30915,85920,93159,36720,39537,31476,13708,33148,44231,66288,84990,1955.6098081,0,39,15,11,103,599,378,2814,386,65,931,963,365957,10516,2032,118,11,0,0,107,363,13,0,350,0,0,0,0,0,0,20,1531,1492,102,1380,10,39,10.5,6.84375539,904a11c4-742b-4534-a534-da9236679269,47004239.668457,32222.3598851671
200,Globeville,4005,2118,1449,180,43,61,0,63,91,52.88389513,36.17977528,4.49438202,1.07365793,1.52309613,0,1.57303371,2.2721598,2411,1594,89,173,242,53,262,598,985,715,535,502,216,144,48,557,391,13.90761548,9.7627965,31.6,31.4,31.9,3973,1270,0,106,90,174,120,743,37,2703,1981,512,642,597,154,76,2374,732,560,413,669,3916,2438,1298,1438,1364,74,642,722,1364,788,467,321,187,134,576,365,211,102,16,67,95,32,71,29,0,51,167,172,186,86,134,0,156,67917,64773,33169,84808,98064,40746,45063,34414,30386,35268,40714,50214,107891,1946,0,177,116,59,27,57,70,145,164,623,1197,1341,357600,3223,782,78,31,33,0,14,32,30,2,0,0,52,2,28,0,22,0,620,620,15,597,8,0,23.8,10.91370558,9816c789-4b9f-48b2-9ff3-d6d807cd94a4,57119411.4790039,42225.8940563751
201,Marston,12116,2058,8448,91,10,1142,0,57,310,16.9858039,69.72598217,0.75107296,0.08253549,9.42555299,0,0.47045229,2.5586002,5679,6437,806,894,487,218,1700,783,1748,2352,1492,1325,1572,839,305,2405,2672,19.84978541,22.053483,36.99107143,36.93243243,37.04688797,11662,2337,301,111,758,428,296,264,179,9325,6300,641,2195,1951,941,572,9248,369,1478,3019,4382,11310,9256,634,5550,5550,0,3637,1913,5550,2882,2189,693,174,519,2668,1990,678,114,166,0,163,200,61,144,142,240,424,990,895,661,331,550,469,78659,101961,44471,94059,114805,49298,62134,40833,37605,40655,51879,61849,57931,1988.74471154,0,224,651,1841,2080,631,52,20,16,35,995,1048,378990,10540,1576,438,41,0,21,376,696,88,0,608,0,88,0,20,0,30,28,326,296,33,164,99,30,7.13333333,5.2113712,36360a08-dc06-4268-95bf-6b7a0988874e,88365476.3496094,76911.2632538415
202,Auraria,717,138,481,64,6,2,0,0,26,19.24686192,67.08507671,8.92608089,0.83682008,0.27894003,0,0,3.62622036,401,316,0,14,0,13,14,492,150,10,7,6,38,0,0,27,5,3.76569038,0.69735007,19.5,19.6,19.1,717,646,0,7,7,0,0,632,0,71,347,113,112,69,13,40,83,0,3,17,63,717,691,13,48,39,9,36,3,39,24,24,0,0,0,15,10,5,0,0,0,0,0,0,0,0,5,0,6,8,0,5,5,10,137750,139000,12730,170856,145738,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,35,0,0,550000,677,40,0,0,0,0,0,2,2,0,0,0,38,13,0,0,25,0,0,0,0,0,0,0,0,0,3a926727-8689-40a3-bd20-e393f24eae58,17995417.4179688,17705.4323301363
203,Barnum West,5282,3811,1278,28,26,36,0,0,103,72.15070049,24.19538054,0.53010223,0.49223779,0.68156002,0,0,1.95001893,2728,2554,116,152,456,300,268,839,839,894,1112,560,452,205,113,1024,600,19.38659599,11.35933359,36.8,34.4,40.4,5178,1196,0,36,106,252,384,348,70,3982,2712,341,1165,987,111,108,3770,1118,1145,767,740,5166,2398,2659,2020,1945,75,1392,553,1945,1309,745,564,117,447,636,394,242,30,61,28,98,142,82,110,200,154,129,132,257,258,97,88,79,55205,61719,28903,74430,74792,36672,38915,35489,25085,36346,30946,52564,63793,1955,0,0,0,75,28,147,74,1383,144,169,1265,1443,333200,3999,1283,0,0,0,0,0,23,0,0,23,0,32,0,0,0,0,0,1228,1228,0,1175,53,0,3.7,2.67379679,dbdee8dc-d737-4ad1-9d70-1cac7b728114,20177846.1000977,18305.389190955
204,Congress Park,11445,977,8839,528,33,411,0,23,634,8.53647881,77.23023154,4.61336828,0.28833552,3.59108781,0,0.20096112,5.53953692,5801,5644,686,444,379,213,1130,624,1940,3302,1606,1237,886,480,240,1722,1412,15.04587156,12.33726518,35.52892187,35.39939435,35.63491189,10981,1816,236,82,341,275,223,305,354,9165,5956,1180,2986,1250,313,227,9090,311,645,1008,7126,10759,9888,422,6407,6059,348,2650,3409,6059,2315,1801,514,136,378,3744,2843,901,330,366,81,353,156,184,164,268,88,496,631,535,468,364,458,1117,72919,146481,64113,125164,176160,58822,62715,55622,833,7982,24799,70095,79248,1939,0,111,342,171,215,388,1321,521,109,3229,965,971,663120,10809,636,94,49,14,14,17,328,211,48,55,14,26,13,0,0,13,30,158,113,11,60,42,45,10,9.32692,07341a70-e392-491e-9358-c93e8c154a1c,28808402.3198242,21457.4131420701
205,Montclair,6307,1283,4287,297,0,113,0,0,327,20.34247661,67.9720945,4.70905343,0,1.79166006,0,0,5.1847154,3270,3037,175,253,452,193,428,646,869,1181,1298,927,587,295,76,1073,982,17.01284287,15.57000159,40.20454545,41.18352601,37.88407258,6178,1235,34,90,181,297,330,150,153,4943,3364,677,1453,891,122,221,5029,251,325,950,3503,6132,5501,283,3185,3092,93,2273,819,3092,1381,1119,262,136,126,1711,1223,488,51,8,106,13,71,61,164,167,35,215,247,353,375,423,268,535,103667,140905,65672,133297,181426,59735,59253,60138,18228,21488,41956,85150,80574,1948.93739771,0,176,57,146,169,211,170,655,1222,379,986,990,539454,5745,562,217,9,18,0,140,154,87,42,25,0,18,18,0,0,0,0,173,163,0,137,26,10,5.4,0.56100982,0b4fa806-7653-480f-a294-5fee44aa09f9,28227028.0922852,21465.6468578897
206,West Highland,9707,832,8062,38,14,180,26,0,555,8.57113423,83.05346657,0.39147007,0.14422582,1.85433193,0.26784794,0,5.71752344,4929,4778,541,375,403,158,916,634,1679,2356,1495,1331,842,299,155,1477,1193,15.21582363,12.29009993,36.20564516,34.47316865,37.92639594,9323,1333,117,54,300,223,262,234,143,7990,5107,688,2704,1099,229,387,7821,88,588,2020,5125,9166,8638,319,5364,5080,284,3268,1812,5080,2201,1832,369,109,260,2879,2048,831,104,160,91,86,181,30,67,50,95,337,685,649,413,377,628,1127,100303,146606,72896,141825,174091,64430,62702,67267,0,41972,47370,67890,86452,1942.41210375,0,522,567,205,80,229,203,622,347,2589,994,993,614838,9392,315,101,61,26,7,7,111,58,24,13,16,15,0,0,0,0,0,88,21,0,0,21,67,6.45,4.97673959,171c2f98-88ae-45f3-86fb-7f7f7af596df,31297131.2514648,23642.6499170525
207,Central Park,29939,3162,20022,2694,164,2344,41,73,1439,10.561475,66.87598116,8.99829654,0.54778049,7.82925281,0.13694512,0.24382912,4.80643976,14806,15133,2689,2755,2781,1336,5444,4272,2574,5989,6142,3040,1457,819,202,9561,2429,31.93493437,8.11316343,34.02663216,33.59413469,34.39680818,28319,8579,944,493,2291,2390,1503,425,533,19740,11595,2103,4904,3387,828,373,19576,408,2178,3067,13923,27250,22491,1230,10555,10177,378,7153,3024,10177,7211,5953,1258,533,725,2966,2349,617,208,86,111,185,118,115,112,145,261,613,446,547,1247,1075,1633,3275,145801,175554,62006,186798,209612,75472,100308,54630,3490,41272,27820,81337,106787,2010.22554199,98,5489,4265,262,60,153,0,66,0,162,1151,1164,636942,26737,3202,411,93,84,0,234,1341,717,198,400,26,787,626,23,89,0,3,660,569,27,324,218,91,3.05,1.28836703,5c3656cb-f87b-4dd0-b357-21a296e40e95,249440331.161133,96052.8584676564
208,Gateway - Green Valley Ranch,43809,19320,8378,12100,65,2931,0,254,761,44.10052729,19.12392431,27.61989546,0.14837134,6.69040608,0,0.57978954,1.73708599,21783,22026,3590,3024,3967,1808,6614,6594,7385,8204,5269,5117,3040,880,706,12389,3556,28.27957726,8.11705357,31.43874939,31.35485084,31.51814947,41560,12650,806,389,2717,2950,2350,2735,703,28910,19737,2794,7377,5839,2579,1148,27150,3916,6690,8899,7645,40219,22309,12989,14863,14427,436,10544,3883,14427,10157,7836,2321,800,1521,4270,3179,1091,278,218,343,145,228,417,589,445,438,1079,1555,2906,2593,1104,1378,711,87719,88332,31424,94944,97845,41018,46346,35993,35064,40382,45443,52259,67876,2004.17136323,96,3699,6778,2607,1268,125,98,91,69,32,1105,1183,360326,32118,11691,313,25,139,96,39,2458,130,757,1215,356,1997,1007,0,0,966,0,6923,6845,409,5865,571,78,8.4,6.46669749,ee96271a-0b46-4dd6-b1ba-d8ad0eedf666,205254554.84668,66294.4974602694
209,Belcaro,4869,341,4019,109,0,158,0,34,208,7.00349148,82.54261655,2.2386527,0,3.24501951,0,0.69829534,4.27192442,2153,2716,179,276,145,83,455,237,560,813,466,420,629,782,507,683,2276,14.02752105,46.74471144,48.2,52.9,46.2,4753,774,80,83,177,129,92,95,118,3979,1617,483,952,148,17,17,3945,24,179,572,3170,4690,4228,78,2952,2473,479,1757,716,2473,1229,1074,155,104,51,1244,968,276,105,67,18,35,40,31,61,75,63,93,224,317,156,205,197,786,109250,167880,96155,185377,251121,81044,143807,73728,0,38975,51103,82003,99474,1969,149,234,562,137,117,222,445,276,319,491,1883,2090,915700,4552,317,138,0,107,0,31,150,50,37,33,30,0,0,0,0,0,0,29,23,23,0,0,6,7.5,5.53295362,be2efa56-bbac-419d-9d6b-d9bcf6e271d1,32358970.2661133,24792.0855273375
210,Ruby Hill,9946,6763,2220,237,21,434,0,82,189,67.9971848,22.32053087,2.38286748,0.21114016,4.36356324,0,0.82445204,1.90026141,5150,4796,425,597,906,272,1022,1419,1232,1839,1329,1198,885,502,520,2200,1696,22.119445,17.05208124,36.36215334,36.92974013,35.625,9674,2079,58,180,353,737,451,158,142,7595,4485,507,1659,1400,500,419,6941,2214,2179,1135,1413,9521,5191,3910,3941,3786,155,1898,1888,3786,2176,1363,813,375,438,1610,1297,313,404,407,267,258,46,129,165,117,100,254,294,491,345,219,175,115,50000,64051,26886,69551,86986,33906,40621,28945,27737,35500,47456,54054,0,1957.17579909,0,15,100,72,158,748,478,1971,269,130,859,874,341032,7754,2192,12,0,0,0,12,351,19,0,332,0,69,24,0,0,18,0,1760,1760,68,1626,66,0,19.2,13.49463924,d60b4a38-5e3e-4052-b5b6-63200def24e8,40476556.6484375,27361.7368576853
211,Overland,3339,521,2455,24,0,78,29,12,220,15.60347409,73.52500749,0.71877808,0,2.33602875,0.86852351,0.35938904,6.58879904,1665,1674,225,87,60,32,312,104,925,894,472,325,175,76,56,404,208,12.09943097,6.22941,33.1,36.3,32.3,3153,401,24,0,72,60,28,161,56,2752,1885,228,827,643,113,74,2736,201,321,674,1540,3114,2599,410,1766,1676,90,595,1081,1676,585,502,83,33,50,1091,670,421,132,22,0,13,158,11,51,82,78,140,280,122,125,95,156,211,67885,87031,55644,105439,160346,53333,53704,52500,0,28429,31953,71193,78025,1991,11,433,357,90,0,43,43,207,89,493,1636,1697,434000,2957,382,19,19,0,0,0,53,16,0,37,0,40,40,0,0,0,9,261,261,3,193,65,0,8.7,0,68030250-6263-48db-8dc1-87a078d308e1,31304777.3325195,27691.8457171666
212,Virginia Village,14885,2709,9865,1197,75,425,25,45,544,18.19952973,66.27477326,8.04165267,0.50386295,2.85522338,0.16795432,0.30231777,3.65468593,7630,7255,837,675,487,315,1512,1057,3091,3057,1935,1593,1403,808,429,2314,2191,15.54585153,14.71951629,35.24779195,35.11695906,35.38043478,14349,2756,213,163,499,438,445,594,404,11593,8026,1965,3636,1617,494,314,11320,679,1777,2700,6164,14048,11411,1350,7289,6905,384,2924,3981,6905,3136,2124,1012,413,599,3769,2731,1038,139,131,340,150,376,223,396,375,265,515,732,922,589,557,727,468,71116,83818,44837,97042,111900,40874,45181,37432,11792,35796,40578,51807,65622,1963.79080675,9,112,240,280,506,1572,1599,2684,154,133,960,972,476054,12798,2087,342,42,51,55,194,541,122,96,141,182,453,268,0,0,20,0,751,693,0,515,178,58,9.55,5.95878306,f2680161-9eee-4f7d-aaf2-1ff732743e9d,53963720.2333984,39904.2371704633
213,Lowry Field,9011,1364,6658,392,79,302,0,0,216,15.13705471,73.88747087,4.3502386,0.87670625,3.35145933,0,0,2.39707025,4082,4929,294,506,456,162,800,656,1574,896,1348,1386,1110,1096,145,1418,2329,15.73632227,25.84618799,43.86906528,45.18333333,42.99071782,8935,1861,262,32,477,389,204,284,213,7074,3825,794,1659,1035,250,87,7026,97,804,1068,5057,8717,7742,572,4652,4430,222,2367,2063,4430,2347,2085,262,55,207,2083,1606,477,241,63,37,123,50,28,173,366,183,134,235,623,312,356,349,1157,98354,150084,73765,149566,185661,65315,77505,53572,11104,60864,47586,71137,107094,2001.48976808,0,491,2199,1221,56,123,23,49,330,160,1060,1122,664779,7684,1327,387,133,132,0,122,161,61,16,0,84,20,0,0,0,0,0,759,648,531,85,32,111,7.85,4.17858623,816bb541-96b8-4210-8eed-640f9ab3e75c,64693394.5024414,35380.715964235
214,Five Points,20221,3752,12562,2367,94,359,0,140,947,18.55496761,62.12353494,11.70565254,0.46486326,1.77538203,0,0.69234954,4.68325009,11008,9213,773,496,588,330,1269,989,6777,6097,2188,1536,724,334,307,2187,1216,10.81548885,6.01355027,31.58758406,31.58199079,31.59500191,19625,2615,310,107,164,632,236,699,467,17010,9994,3126,3687,2057,768,356,16073,804,2018,3549,9702,19448,16965,1534,12113,10989,1124,2167,8822,10989,2688,1402,1286,235,1051,8301,5437,2864,987,362,313,523,294,243,252,221,193,585,1088,1298,1007,1186,1423,1014,83349,77857,57365,106029,125926,61243,69792,52599,0,38268,41220,64555,71105,2006.51430228,19,5323,2587,431,774,80,507,137,45,2210,1089,1126,555094,19069,1152,318,209,72,0,37,280,148,77,55,0,30,0,0,0,30,0,524,488,29,355,104,36,14.9,14.50186781,097f4177-acac-4b19-b89b-47cab08f4e4b,49020176.6079102,32967.2859401618
215,South Park Hill,9321,984,6733,697,11,330,50,15,501,10.55680721,72.23473876,7.47773844,0.11801309,3.54039266,0.53642313,0.16092694,5.37495977,4567,4754,571,518,563,395,1089,1254,811,1122,1502,1312,1240,760,231,2047,1950,21.96116297,20.92050209,42.3039281,42.4313602,42.16101695,9026,2500,249,152,365,456,462,583,233,6526,3785,722,1861,905,165,132,6570,149,425,978,5018,8750,8000,322,3778,3612,166,3077,535,3612,2360,2094,266,80,186,1252,1026,226,109,26,105,66,52,75,44,71,51,110,209,281,293,523,447,1150,140009,188396,78446,195976,252824,66627,80773,53566,27136,0,55472,79351,101172,1939,23,75,47,48,121,16,9,257,456,2726,966,986,754310,8607,714,80,39,11,0,30,192,50,87,38,17,42,17,10,8,0,124,276,168,6,62,100,108,4.35,1.49968798,2409e352-1488-4b0c-8327-86c64bcea6e9,41516411.4824219,28826.2747139939
216,Athmar Park,8852,5555,2815,81,121,176,0,34,70,62.75417985,31.800723,0.91504745,1.36692273,1.98825124,0,0.38409399,0.79078174,4445,4407,388,481,726,467,869,1411,1300,1849,1232,1015,622,371,183,2062,1189,23.29417081,13.43199277,34.11790157,35.36605416,32.53435583,8672,2216,138,186,416,568,546,305,57,6456,3923,887,1486,1060,235,255,6202,1499,1540,1578,1585,8464,4355,3967,3369,3260,109,2037,1223,3260,2027,1313,714,181,533,1233,744,489,118,132,111,111,163,154,180,186,51,301,459,373,284,176,345,116,64019,62025,29999,79044,68405,41016,43231,34395,26712,34984,40390,73773,66831,1953.98557944,0,32,19,159,55,238,119,1907,415,425,937,966,362114,6902,1950,25,7,0,18,0,104,27,9,68,0,7,7,0,0,0,0,1814,1783,0,1783,0,31,16.9,16.68264238,7d37bc12-3413-46b1-b51a-d67782c9e53e,43089441.0869141,27352.4233006765
217,Indian Creek,4000,508,2552,375,15,264,0,0,286,12.7,63.8,9.375,0.375,6.6,0,0,7.15,1881,2119,216,179,147,114,395,331,401,839,660,497,500,315,62,656,863,16.4,21.575,40.6,36.3,41.8,3872,816,63,81,109,84,181,159,139,3056,2197,426,979,587,163,42,3198,97,380,909,1812,3784,3145,230,2054,1953,101,1381,572,1953,830,443,387,80,307,1123,863,260,139,27,33,10,39,10,79,44,36,186,226,441,216,189,133,145,79596,93702,47314,93076,106897,49438,53497,44728,0,33856,39757,67137,66515,1985,0,25,8,300,1478,225,6,0,12,0,1446,1669,316200,3512,488,133,44,6,0,83,195,57,6,132,0,90,0,0,11,12,0,70,64,0,9,55,6,11.2,4.21686747,daedeb1c-0a24-4aa5-9036-88e4211e613f,13601118.5102539,22096.0924105252
218,Jefferson Park,3795,1002,2400,97,0,103,0,0,193,26.40316206,63.24110672,2.55599473,0,2.7140975,0,0,5.085639,2107,1688,140,137,19,0,277,149,1225,1348,478,116,49,123,30,296,247,7.7997365,6.5085639,31.64577151,32.02740642,31.17,3698,477,33,0,91,19,39,215,80,3221,2312,363,1038,593,46,272,3204,335,149,336,2384,3655,2800,730,2524,2254,270,655,1599,2254,560,415,145,19,126,1694,1218,476,147,71,16,138,7,37,19,0,32,321,184,153,325,176,294,334,100154,150000,86954,124746,199224,70435,82551,61271,0,0,0,75313,97019,2010.12201154,86,1213,360,34,60,38,218,208,0,307,1012,1004,617037,3206,589,52,9,0,0,43,57,16,12,29,0,12,0,0,0,12,0,468,468,0,454,14,0,13.1,11.07142857,38aac267-91ea-456e-8664-98a9335ee3f9,13816777.7304688,17875.644564397
